Comente,texto_sem_emojis,texto_sem_emojis_limpo,texto_final_en
Reclame aqui de vocês não funcionam né ?,Reclame aqui de vocês não funcionam né ?,eclame aqui de vocês não funcionam né,Eclame here do not work right
"@deisitielypeixoto Vou fazer a mesma coisa, tenho pág agora dia 8 e não vou conseguir pág, já que ninguém resolve nada então foda-se empréstimo e fatura de cartão, cansei de ligar pra lá","@deisitielypeixoto Vou fazer a mesma coisa, tenho pág agora dia 8 e não vou conseguir pág, já que ninguém resolve nada então foda-se empréstimo e fatura de cartão, cansei de ligar pra lá",deisitielypeixoto ou fazer a mesma coisa tenho pág agora dia e não vou conseguir pág já que ninguém resolve nada então fodase empréstimo e fatura de cartão cansei de ligar pra lá,Deisitielypeixoto or do the same thing I have page now and I won't get a page since no one solves anything so fuck loan and card invoice I got tired of calling there
"@leitebeatryz não adianta ligar não resolve nada, então vou deixar pra lá, já que tenho fatura e empréstimo a pág dia 8, então foda - se não vou conseguir pág mesmo, porque já fazais de uma semana","@leitebeatryz não adianta ligar não resolve nada, então vou deixar pra lá, já que tenho fatura e empréstimo a pág dia 8, então foda - se não vou conseguir pág mesmo, porque já fazais de uma semana",leitebeatryz não adianta ligar não resolve nada então vou deixar pra lá já que tenho fatura e empréstimo a pág dia então foda se não vou conseguir pág mesmo porque já fazais de uma semana,Leitebeatryz is no use calling does not solve anything so I will leave there since I have invoice and loan to page day so fuck if I will not get page really because already a week
nubank me patrocina....tenho um Jetta roxo perfeito kkkk,nubank me patrocina....tenho um Jetta roxo perfeito kkkk,nubank me patrocinatenho um etta roxo perfeito kkkk,nubank sponsor me a perfect purple etta kkkk
Time virada com a galeraaaa,Time virada com a galeraaaa,ime virada com a galeraaaa,IME TRUCK WITH GALERAAAA
"Pessimista banco , horrível gente não usem . Encerraram minha conta e agora toda vez quando alguém faz um pix , aparece suspeita de fraude","Pessimista banco , horrível gente não usem . Encerraram minha conta e agora toda vez quando alguém faz um pix , aparece suspeita de fraude",essimista banco horrível gente não usem ncerraram minha conta e agora toda vez quando alguém faz um pix aparece suspeita de fraude,Essimist Horrible Bank People don't use my account and now every time when someone makes a pix appears suspected of fraud
Sofá com certeza 😂😂😂,Sofá com certeza face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,ofá com certeza facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,Ofá Surely FaceWithtarSOFJOYFACEWITHARSOFJOYFACEWITHTARSOFJOY
👏👏,clapping_handsclapping_hands,clappinghandsclappinghands,clappinghandsclappinghands
👏,clapping_hands,clappinghands,clappinghands
🤙🤙🤙🤙,call_me_handcall_me_handcall_me_handcall_me_hand,callmehandcallmehandcallmehandcallmehand,CallMehandCallMehandCallMehandCallMehand
👏❤️👏,clapping_handsred_heartclapping_hands,clappinghandsredheartclappinghands,clappinghandsredheartclappinghands
@nubank esse aplicativo não vai mais voltar a funcionar que falta de respeito com os clientes.,@nubank esse aplicativo não vai mais voltar a funcionar que falta de respeito com os clientes.,nubank esse aplicativo não vai mais voltar a funcionar que falta de respeito com os clientes,Nubank This application will no longer work that lack of respect for customers
"Não consigo acessar, dá erro","Não consigo acessar, dá erro",ão consigo acessar dá erro,I can access it gives error
Encerrando minha conta .,Encerrando minha conta .,ncerrando minha conta,nuning my account
Já fiz isso mil vezes e nada!,Já fiz isso mil vezes e nada!,á fiz isso mil vezes e nada,I did it a thousand times and nothing
"@nubank eu tento entrar no aplicativo e dá erro, nem o login aparece, fica parecendo nubank business.","@nubank eu tento entrar no aplicativo e dá erro, nem o login aparece, fica parecendo nubank business.",nubank eu tento entrar no aplicativo e dá erro nem o login aparece fica parecendo nubank business,Nubank I try to enter the app and give error nor the login appears looks like Nubank Business
o app ja caiu dnv? plmds,o app ja caiu dnv? plmds,o app ja caiu dnv plmds,or a jail of a dnv pplemds
Hoje dia 31/12 não tô conseguindo acessar meu app tá dando erro,Hoje dia 31/12 não tô conseguindo acessar meu app tá dando erro,oje dia não tô conseguindo acessar meu app tá dando erro,oje day I am not able to access my app is giving error
@nubank consegui desinstalando e instalando de novo. Obrigada ❤️,@nubank consegui desinstalando e instalando de novo. Obrigada red_heart,nubank consegui desinstalando e instalando de novo brigada redheart,Nubank managed to uninstall and install again brigade Redheart
estamos todos na mesma 😢 meu aplicativo também tá dando erro não consigo acessar meu aplicativo,estamos todos na mesma crying_face meu aplicativo também tá dando erro não consigo acessar meu aplicativo,estamos todos na mesma cryingface meu aplicativo também tá dando erro não consigo acessar meu aplicativo,We are all in the same cryingface my application is also giving error I can not access my app
@gatiere eu também estou com esse problema!!!,@gatiere eu também estou com esse problema!!!,gatiere eu também estou com esse problema,Gatiere I also have this problem
@nubank parem de respostas automáticas e ajeite nosso aplicativo!!!,@nubank parem de respostas automáticas e ajeite nosso aplicativo!!!,nubank parem de respostas automáticas e ajeite nosso aplicativo,Nubank stop automatic answers and adjust our application
"@nubank apenas ajeite nosso aplicativo, estamos sendo prejudicados.","@nubank apenas ajeite nosso aplicativo, estamos sendo prejudicados.",nubank apenas ajeite nosso aplicativo estamos sendo prejudicados,Nubank only adjust our application we are being harmed
@nubank traga nosso aplicativo de volta.,@nubank traga nosso aplicativo de volta.,nubank traga nosso aplicativo de volta,Nubank Bring our application back
@nubank o aplicativo vai voltar a funcionar que horas?,@nubank o aplicativo vai voltar a funcionar que horas?,nubank o aplicativo vai voltar a funcionar que horas,Nubank The app will go back to work
"@bellamartincare A ""orientação"" é sempre a mesma. Resolver que é bom nada.","@bellamartincare A ""orientação"" é sempre a mesma. Resolver que é bom nada.",bellamartincare orientação é sempre a mesma esolver que é bom nada,Bellamartincare Guidance is always the same esolver that is good nothing
"@gatiere o meu também, nunca deu problema, agora que eu comecei a juntar dinheiro na caixinha estão me impedindo de mexer. Já faz 4 dias que não consigo abrir o app","@gatiere o meu também, nunca deu problema, agora que eu comecei a juntar dinheiro na caixinha estão me impedindo de mexer. Já faz 4 dias que não consigo abrir o app",gatiere o meu também nunca deu problema agora que eu comecei a juntar dinheiro na caixinha estão me impedindo de mexer á faz dias que não consigo abrir o app,Gatiere mine has never given a problem now that I started to raise money in the box are preventing me from moving the days that I can't open the app for a few days.
@ellenrabeloe por acaso você começou a juntar dinheiro na caixinha?  Ou tem bastante dinheiro na conta??,@ellenrabeloe por acaso você começou a juntar dinheiro na caixinha?  Ou tem bastante dinheiro na conta??,ellenrabeloe por acaso você começou a juntar dinheiro na caixinha u tem bastante dinheiro na conta,Ellenrabeloe by chance you started raising money in the box U has a lot of money in the account
@_carla.maiara_ Logo nos últimos dias do ano. Obrigado @nubank 👏👏👏,@_carla.maiara_ Logo nos últimos dias do ano. Obrigado @nubank clapping_handsclapping_handsclapping_hands,carlamaiara ogo nos últimos dias do ano brigado nubank clappinghandsclappinghandsclappinghands,Carlamaiara Ogo in the last days of the year BRIGADO NUBANK CLAPINGHANDSCLAPINGSCLAPINGHANDS
Eu também não estou conseguindo acessar.,Eu também não estou conseguindo acessar.,u também não estou conseguindo acessar,U I am not able to access
Mais alguém com a conta bloqueada?,Mais alguém com a conta bloqueada?,ais alguém com a conta bloqueada,someone with the block account
"@nubank informações detalhadas : “conta bloqueada por motivo de segurança” , resposta do suporte sobre necessitar usar o dinheiro depositado em conta “se vira”","@nubank informações detalhadas : “conta bloqueada por motivo de segurança” , resposta do suporte sobre necessitar usar o dinheiro depositado em conta “se vira”",nubank informações detalhadas conta bloqueada por motivo de segurança resposta do suporte sobre necessitar usar o dinheiro depositado em conta se vira,Nubank detailed information account blocked for safety reasons support response to need to use the money deposited if it becomes
Então não é só eu que não consegue acessar a conta!,Então não é só eu que não consegue acessar a conta!,ntão não é só eu que não consegue acessar a conta,It's not just me that you can't access the account
Eu fiz um Pix e não caiu até agora na conta que era pra cai mais alguém ?,Eu fiz um Pix e não caiu até agora na conta que era pra cai mais alguém ?,u fiz um ix e não caiu até agora na conta que era pra cai mais alguém,u made an IX and has not fallen so far in the account that was for someone else
"O meu tá assim tem uns 4 dias, não consigo acessar, não sei mais o que fazer","O meu tá assim tem uns 4 dias, não consigo acessar, não sei mais o que fazer",meu tá assim tem uns dias não consigo acessar não sei mais o que fazer,MY IS THIS A DAYS I CAN'T ACCESS I don't know what to do anymore
@nubank vou fazer,@nubank vou fazer,nubank vou fazer,Nubank I will do
quando vcs vão atualizar o meu app???,quando vcs vão atualizar o meu app???,quando vcs vão atualizar o meu app,When you will update my app
@nubank Esse número está incorreto. Tem outro local para falarmos?,@nubank Esse número está incorreto. Tem outro local para falarmos?,nubank sse número está incorreto em outro local para falarmos,Nubank this number is incorrect elsewhere to talk
"@nubank desde cedo não estou conseguindo entrar no aplicativo, só dando erro","@nubank desde cedo não estou conseguindo entrar no aplicativo, só dando erro",nubank desde cedo não estou conseguindo entrar no aplicativo só dando erro,Nubank early I can't enter the application just giving error
@carlosrodrigues2105 o aplicativo está atualizado,@carlosrodrigues2105 o aplicativo está atualizado,carlosrodrigues o aplicativo está atualizado,CarlosRodrigues The application is up to date
@carlosrodrigues2105 @nubank JÁ FIZ OS PROCEDIMENTOS E NÃO ESTOU CONSEGUINDO ENTRAR NO APLICATIVO,@carlosrodrigues2105 @nubank JÁ FIZ OS PROCEDIMENTOS E NÃO ESTOU CONSEGUINDO ENTRAR NO APLICATIVO,carlosrodrigues nubank Á Ã,CarlosRodrigues Nubank Á ã
