Comente,texto_sem_emojis,texto_sem_emojis_limpo,texto_final_en,texto_final_en_limpo,Tokens_lematizados_texto_final_en,Tokens_lematizados_sem_stopwords_texto_final_en,texto_final_en_processado_spacy
"@nubank adicione isso a acesso a salas vip em voos nacionais ou mesmo diminuir o tempo de 2 dias úteis para movimentação nas ações. Ja que para ser cliente ultravioleta tem que ter mais de 50 mil investidos por que nao dar a eles crédito da venda das ações em menos tempo? Enfim.... nao vi vantagem em nada....tanto que nem uso o cartão . Pago meu seguro de vida com ele, produto da Nubank e não tem cashbak....mesmo sendo feito por ele. Enfim...... fico por que gosto do app e fo atendimento. O atendimento do ultravioleta é espetacular.....esse sim.","@nubank adicione isso a acesso a salas vip em voos nacionais ou mesmo diminuir o tempo de 2 dias úteis para movimentação nas ações. Ja que para ser cliente ultravioleta tem que ter mais de 50 mil investidos por que nao dar a eles crédito da venda das ações em menos tempo? Enfim.... nao vi vantagem em nada....tanto que nem uso o cartão . Pago meu seguro de vida com ele, produto da Nubank e não tem cashbak....mesmo sendo feito por ele. Enfim...... fico por que gosto do app e fo atendimento. O atendimento do ultravioleta é espetacular.....esse sim.",nubank adicione isso a acesso a salas vip em voos nacionais ou mesmo diminuir o tempo de dias úteis para movimentação nas ações a que para ser cliente ultravioleta tem que ter mais de mil investidos por que nao dar a eles crédito da venda das ações em menos tempo nfim nao vi vantagem em nadatanto que nem uso o cartão ago meu seguro de vida com ele produto da ubank e não tem cashbakmesmo sendo feito por ele nfim fico por que gosto do app e fo atendimento atendimento do ultravioleta é espetacularesse sim,Nubank Add this to access to VIP rooms on national flights or even decrease the time of business days for handling the actions that to be an ultraviolet customer has to have more than a thousand invested why not give them credit for the sale of stocks in less time nimo I did not see anything so much that even use the life insurance with it UBANK product and has no cashbabesm being done because I like the app. Ultraviolet is spectacular yes,nubank add this to access to vip rooms on national flights or even decrease the time of business days for handling the actions that to be an ultraviolet customer has to have more than a thousand invested why not give them credit for the sale of stocks in less time nimo i did not see anything so much that even use the life insurance with it ubank product and has no cashbabesm being done because i like the app ultraviolet is spectacular yes,"['nubank', 'add', 'this', 'to', 'access', 'to', 'vip', 'room', 'on', 'national', 'flight', 'or', 'even', 'decrease', 'the', 'time', 'of', 'business', 'day', 'for', 'handle', 'the', 'action', 'that', 'to', 'be', 'an', 'ultraviolet', 'customer', 'have', 'to', 'have', 'more', 'than', 'a', 'thousand', 'invest', 'why', 'not', 'give', 'they', 'credit', 'for', 'the', 'sale', 'of', 'stock', 'in', 'less', 'time', 'nimo', 'I', 'do', 'not', 'see', 'anything', 'so', 'much', 'that', 'even', 'use', 'the', 'life', 'insurance', 'with', 'it', 'ubank', 'product', 'and', 'have', 'no', 'cashbabesm', 'be', 'do', 'because', 'I', 'like', 'the', 'app', 'ultraviolet', 'be', 'spectacular', 'yes']","['nubank', 'add', 'access', 'vip', 'room', 'national', 'flight', 'even', 'decrease', 'time', 'business', 'day', 'handle', 'action', 'ultraviolet', 'customer', 'thousand', 'invest', 'give', 'credit', 'sale', 'stock', 'less', 'time', 'nimo', 'I', 'see', 'anything', 'much', 'even', 'use', 'life', 'insurance', 'ubank', 'product', 'cashbabesm', 'I', 'like', 'app', 'ultraviolet', 'spectacular', 'yes']",nubank add access vip room national flight even decrease time business day handle action ultraviolet customer thousand invest give credit sale stock less time nimo I see anything much even use life insurance ubank product cashbabesm I like app ultraviolet spectacular yes
@nubank sou cliente a 4 anos...,@nubank sou cliente a 4 anos...,nubank sou cliente a anos,Nubank I am a client for years,nubank i am a client for years,"['nubank', 'I', 'be', 'a', 'client', 'for', 'year']","['nubank', 'I', 'client', 'year']",nubank I client year
💜💜💜💜,purple_heartpurple_heartpurple_heartpurple_heart,purpleheartpurpleheartpurpleheartpurpleheart,purpleheartpurpleheartpurpleheartpurpleheart,purpleheartpurpleheartpurpleheartpurpleheart,['purpleheartpurpleheartpurpleheartpurpleheart'],['purpleheartpurpleheartpurpleheartpurpleheart'],purpleheartpurpleheartpurpleheartpurpleheart
Ameiiii 💜💜💜,Ameiiii purple_heartpurple_heartpurple_heart,meiiii purpleheartpurpleheartpurpleheart,meiiii purpleheartpurpleheartpurpleheart,meiiii purpleheartpurpleheartpurpleheart,"['meiiii', 'purpleheartpurpleheartpurpleheart']","['meiiii', 'purpleheartpurpleheartpurpleheart']",meiiii purpleheartpurpleheartpurpleheart
@nubank torcedor eu peço e vcs nunca aumentar meu limite,@nubank torcedor eu peço e vcs nunca aumentar meu limite,nubank torcedor eu peço e vcs nunca aumentar meu limite,nubank fan I ask and you never increase my limit,nubank fan i ask and you never increase my limit,"['nubank', 'fan', 'I', 'ask', 'and', 'you', 'never', 'increase', 'my', 'limit']","['nubank', 'fan', 'I', 'ask', 'never', 'increase', 'limit']",nubank fan I ask never increase limit
Eles nunca aumentar o limite de seus clientes  demora séculos para isso mesmo pagando certinho,Eles nunca aumentar o limite de seus clientes  demora séculos para isso mesmo pagando certinho,les nunca aumentar o limite de seus clientes demora séculos para isso mesmo pagando certinho,Les never increase the limit of your customers takes centuries for this to pay right,les never increase the limit of your customers takes centuries for this to pay right,"['les', 'never', 'increase', 'the', 'limit', 'of', 'your', 'customer', 'take', 'century', 'for', 'this', 'to', 'pay', 'right']","['les', 'never', 'increase', 'limit', 'customer', 'take', 'century', 'pay', 'right']",les never increase limit customer take century pay right
@nubank faço sempre isso e nda de aumentar  sempre na mesmo no sair do 400,@nubank faço sempre isso e nda de aumentar  sempre na mesmo no sair do 400,nubank faço sempre isso e nda de aumentar sempre na mesmo no sair do,Nubank always do this and always increase in even leaving the,nubank always do this and always increase in even leaving the,"['nubank', 'always', 'do', 'this', 'and', 'always', 'increase', 'in', 'even', 'leave', 'the']","['nubank', 'always', 'always', 'increase', 'even', 'leave']",nubank always always increase even leave
"As caixinhas não tem mais como ver o rendimento diário, mudou pra ruim eim","As caixinhas não tem mais como ver o rendimento diário, mudou pra ruim eim",s caixinhas não tem mais como ver o rendimento diário mudou pra ruim eim,S boxes no longer see the daily performance changed to bad eim,s boxes no longer see the daily performance changed to bad eim,"['s', 'box', 'no', 'long', 'see', 'the', 'daily', 'performance', 'change', 'to', 'bad', 'eim']","['box', 'long', 'see', 'daily', 'performance', 'change', 'bad', 'eim']",box long see daily performance change bad eim
Eu com cx1 cx2 cx3 super feliz 🩵 Quem diria meu Brasil #nubankbrasil💳💜,Eu com cx1 cx2 cx3 super feliz light_blue_heart Quem diria meu Brasil #nubankbrasilcredit_cardpurple_heart,u com cx cx cx super feliz lightblueheart uem diria meu rasil nubankbrasilcreditcardpurpleheart,u with cx cx cx super happy lightblueheart um would say my rasil nubankbrasilcreditcardpurpleheart,u with cx cx cx super happy lightblueheart um would say my rasil nubankbrasilcreditcardpurpleheart,"['u', 'with', 'cx', 'cx', 'cx', 'super', 'happy', 'lightblueheart', 'um', 'would', 'say', 'my', 'rasil', 'nubankbrasilcreditcardpurpleheart']","['u', 'cx', 'cx', 'cx', 'super', 'happy', 'lightblueheart', 'um', 'would', 'say', 'rasil', 'nubankbrasilcreditcardpurpleheart']",u cx cx cx super happy lightblueheart um would say rasil nubankbrasilcreditcardpurpleheart
É mesmo muito bom 😄,É mesmo muito bom grinning_face_with_smiling_eyes,É mesmo muito bom grinningfacewithsmilingeyes,It's really good grinningfacewithsmilingyes,its really good grinningfacewithsmilingyes,"['its', 'really', 'good', 'grinningfacewithsmilingye']","['really', 'good', 'grinningfacewithsmilingye']",really good grinningfacewithsmilingye
Minha experiência com o Nu sempre foi ótima agora com o ultravioleta que oferece cartão Mastercard Black com limite mais alto melhorou mais ainda 💜💜💜💜,Minha experiência com o Nu sempre foi ótima agora com o ultravioleta que oferece cartão Mastercard Black com limite mais alto melhorou mais ainda purple_heartpurple_heartpurple_heartpurple_heart,inha experiência com o u sempre foi ótima agora com o ultravioleta que oferece cartão astercard lack com limite mais alto melhorou mais ainda purpleheartpurpleheartpurpleheartpurpleheart,Inhan experience with U U has always been great now with Ultraviolet that offers Astercard Lack card with highest limit has improved even more purpleheartpurpleheartpurpleheart,inhan experience with u u has always been great now with ultraviolet that offers astercard lack card with highest limit has improved even more purpleheartpurpleheartpurpleheart,"['inhan', 'experience', 'with', 'u', 'u', 'have', 'always', 'be', 'great', 'now', 'with', 'ultraviolet', 'that', 'offer', 'astercard', 'lack', 'card', 'with', 'high', 'limit', 'have', 'improve', 'even', 'more', 'purpleheartpurpleheartpurpleheart']","['inhan', 'experience', 'u', 'u', 'always', 'great', 'ultraviolet', 'offer', 'astercard', 'lack', 'card', 'high', 'limit', 'improve', 'even', 'purpleheartpurpleheartpurpleheart']",inhan experience u u always great ultraviolet offer astercard lack card high limit improve even purpleheartpurpleheartpurpleheart
Jákkjsjsb,Jákkjsjsb,ákkjsjsb,Ákkjsjsb,kkjsjsb,['kkjsjsb'],['kkjsjsb'],kkjsjsb
"Kzzzz ser n 3allslsoazz,,,😑😑🤗😬😬😑😱🤗😃 de zsmmmkkkzZMZLkkq#№","Kzzzz ser n 3allslsoazz,,,expressionless_faceexpressionless_facesmiling_face_with_open_handsgrimacing_facegrimacing_faceexpressionless_faceface_screaming_in_fearsmiling_face_with_open_handsgrinning_face_with_big_eyes de zsmmmkkkzZMZLkkq#№",zzzz ser n allslsoazzexpressionlessfaceexpressionlessfacesmilingfacewithopenhandsgrimacingfacegrimacingfaceexpressionlessfacefacescreaminginfearsmilingfacewithopenhandsgrinningfacewithbigeyes de zsmmmkkkzkkq,zzzz ser n allslsoazzexpressionlessfaceexpressionlessfacesmilingfacewithopenhandsgrimacingfacegrimacingfaceexpressionlessfacefacescreaminginfearsmilingfacewithopenhandsgrinningfacewithbigeyes de zsmmmkkkzkkq,zzzz ser n allslsoazzexpressionlessfaceexpressionlessfacesmilingfacewithopenhandsgrimacingfacegrimacingfaceexpressionlessfacefacescreaminginfearsmilingfacewithopenhandsgrinningfacewithbigeyes de zsmmmkkkzkkq,"['zzzz', 'ser', 'n', 'allslsoazzexpressionlessfaceexpressionlessfacesmilingfacewithopenhandsgrimacingfacegrimacingfaceexpressionlessfacefacescreaminginfearsmilingfacewithopenhandsgrinningfacewithbigeyes', 'de', 'zsmmmkkkzkkq']","['zzzz', 'ser', 'n', 'allslsoazzexpressionlessfaceexpressionlessfacesmilingfacewithopenhandsgrimacingfacegrimacingfaceexpressionlessfacefacescreaminginfearsmilingfacewithopenhandsgrinningfacewithbigeyes', 'de', 'zsmmmkkkzkkq']",zzzz ser n allslsoazzexpressionlessfaceexpressionlessfacesmilingfacewithopenhandsgrimacingfacegrimacingfaceexpressionlessfacefacescreaminginfearsmilingfacewithopenhandsgrinningfacewithbigeyes de zsmmmkkkzkkq
Dkwkkk.  Look jsjJsjskkskksjdnbblálkksskskskksKsKewESsslssÁvccxxz.,Dkwkkk.  Look jsjJsjskkskksjdnbblálkksskskskksKsKewESsslssÁvccxxz.,kwkkk ook jsjsjskkskksjdnbblálkksskskskkssewsslssÁvccxxz,Kwkkk also jsjsjsksksjdnbblálkksksksswssslssávcxxz,kwkkk also jsjsjsksksjdnbbllkksksksswssslssvcxxz,"['kwkkk', 'also', 'jsjsjsksksjdnbbllkksksksswssslssvcxxz']","['kwkkk', 'also', 'jsjsjsksksjdnbbllkksksksswssslssvcxxz']",kwkkk also jsjsjsksksjdnbbllkksksksswssslssvcxxz
Ms,Ms,s,s,s,['s'],[],
"@christiankrentkowski Tmj meu parceiro, o mundo precisa de mais pessoas como vc","@christiankrentkowski Tmj meu parceiro, o mundo precisa de mais pessoas como vc",christiankrentkowski mj meu parceiro o mundo precisa de mais pessoas como vc,Christiankrentkowski mj my partner The world needs more people like you,christiankrentkowski mj my partner the world needs more people like you,"['christiankrentkowski', 'mj', 'my', 'partner', 'the', 'world', 'need', 'more', 'people', 'like', 'you']","['christiankrentkowski', 'mj', 'partner', 'world', 'need', 'people', 'like']",christiankrentkowski mj partner world need people like
Como eu faço pra propaganda do banco de vocês não aparecer mais nas minhas redes sociais?,Como eu faço pra propaganda do banco de vocês não aparecer mais nas minhas redes sociais?,omo eu faço pra propaganda do banco de vocês não aparecer mais nas minhas redes sociais,omo I make for your bank advertising no longer to appear on my social networks,omo i make for your bank advertising no longer to appear on my social networks,"['omo', 'I', 'make', 'for', 'your', 'bank', 'advertising', 'no', 'long', 'to', 'appear', 'on', 'my', 'social', 'network']","['omo', 'I', 'make', 'bank', 'advertising', 'long', 'appear', 'social', 'network']",omo I make bank advertising long appear social network
